wkt_geom,years,predicted,
"MultiPolygon (((766921.85577015206217766 1681992.22059303475543857, 766912.20493041875306517 1681829.36555704195052385, 766724.72020868759136647 1681885.13547175750136375, 766739.6266801250167191 1681954.60995802725665271, 766921.85577015206217766 1681992.22059303475543857)))",2021,3,
"MultiPolygon (((762021.03968469426035881 1684399.33192045683972538, 762090.00646277726627886 1685094.90418497053906322, 762120.56582972942851484 1685092.03571687708608806, 762038.36501661315560341 1684397.64367692428641021, 762021.03968469426035881 1684399.33192045683972538)))",2021,1,
"MultiPolygon (((759355.59763721167109907 1673412.65192511794157326, 759617.13354337587952614 1673442.43027506512589753, 759629.76886516273953021 1673388.76691480330191553, 759438.71478881395887583 1673355.11402410990558565, 759361.36389766109641641 1673357.69524416862986982, 759355.59763721167109907 1673412.65192511794157326)))",2021,1,
"MultiPolygon (((773140.82391673559322953 1677247.21707524824887514, 773301.78504338022321463 1677248.86445244029164314, 773314.05784354940988123 1677247.67840059869922698, 773316.10779335396364331 1677210.0588816269300878, 773316.43259395065251738 1677191.35170613531954587, 773313.6063247153069824 1677166.18642675736919045, 773314.26653763162903488 1677146.37599090556614101, 773424.20939141069538891 1677105.8025189870968461, 773396.22839720989577472 1677005.83331029489636421, 773240.14725203497800976 1677009.77800393989309669, 773219.76133493380621076 1676959.49790792772546411, 773171.3541702632792294 1676970.11830835603177547, 773205.70563669526018202 1677123.52593110455200076, 773145.19428088143467903 1677120.83066871878691018, 773140.82391673559322953 1677247.21707524824887514)))",2021,3,
"MultiPolygon (((759405.87145373015664518 1675938.48630602029152215, 759383.96725744823925197 1675935.58813235140405595, 759389.82856107084080577 1675901.33424431527964771, 759302.34107782947830856 1675887.75050133629702032, 759303.10086171410512179 1675926.17336058570072055, 759341.97811386198736727 1675930.58681467175483704, 759339.06371700379531831 1675960.88778829528018832, 759404.74917831108905375 1675962.27544943010434508, 759405.87145373015664518 1675938.48630602029152215)))",2021,1,
"MultiPolygon (((759733.54469500563573092 1677777.47628407995216548, 759735.22751451772637665 1677644.53804339491762221, 759686.66747972730081528 1677650.64426447218284011, 759683.18905229994561523 1677780.68431073403917253, 759733.54469500563573092 1677777.47628407995216548)))",2021,1,
"MultiPolygon (((766899.17535273195244372 1670579.26068572769872844, 766958.01838002551812679 1670559.55473931017331779, 767000.36432773689739406 1670543.42666130769066513, 767054.82065563148353249 1670521.6785824925173074, 767105.849355508107692 1670498.6740589567925781, 767147.60782922408543527 1670477.44690397614613175, 767062.7624121168628335 1670275.77060324628837407, 767017.61970819428097457 1670291.8670561311300844, 766966.61197267996612936 1670312.98999309749342501, 766931.2875363293569535 1670326.42974707297980785, 766897.71141301188617945 1670337.45367263723164797, 766878.03642877680249512 1670336.67794219474308193, 766837.9823077127803117 1670321.27984741842374206, 766899.17535273195244372 1670579.26068572769872844)))",2021,1,
"MultiPolygon (((763361.08559188130311668 1683698.84920153277926147, 763433.26214635546784848 1683742.61525802873075008, 763492.13455388695001602 1683793.64947287691757083, 763675.16890525014605373 1683873.09346158662810922, 763675.98094155872240663 1683800.92051364900544286, 763632.90814103023149073 1683788.3686940458137542, 763628.85295995371416211 1683680.60353922075591981, 763365.4088138344231993 1683677.64175640419125557, 763361.08559188130311668 1683698.84920153277926147)))",2021,2,
"MultiPolygon (((765436.28167685901280493 1681633.82695577968843281, 765438.1394657630007714 1681479.0755779012106359, 765274.27079271292313933 1681490.72942156530916691, 765301.31832620070781559 1681599.30929442960768938, 765317.44081985112279654 1681637.6864343408960849, 765436.28167685901280493 1681633.82695577968843281)))",2021,1,
"MultiPolygon (((765167.95984086510725319 1683695.30920971184968948, 765118.5497705495217815 1683777.33977486845105886, 765121.75804263236932456 1683778.81529600406065583, 765173.15650097443722188 1683806.07787695550359786, 765190.77878460672218353 1683816.24116768036037683, 765235.44443626934662461 1683745.00660237786360085, 765167.95984086510725319 1683695.30920971184968948)))",2021,3,
"MultiPolygon (((759863.66524317034054548 1683148.5710840739775449, 759601.3183272989699617 1683240.76073966990225017, 759600.46151168365031481 1683318.13442033505998552, 759853.07322082831524312 1683318.60837979032658041, 759863.66524317034054548 1683148.5710840739775449)))",2021,2,
"MultiPolygon (((766170.44205658650025725 1684098.03481541154906154, 766243.05412504938431084 1684131.40871845022775233, 766356.19728586729615927 1684136.01593627082183957, 766358.70839810417965055 1684019.1338462196290493, 766154.20581601257435977 1684003.74631981621496379, 766170.44205658650025725 1684098.03481541154906154)))",2021,3,
"MultiPolygon (((759886.67965148098301142 1672539.94441547128371894, 759901.9183966654818505 1672572.21659739851020277, 759997.27682597516104579 1672526.54952005343511701, 759968.5975276764947921 1672386.63488329248502851, 759874.26073497044853866 1672407.84766546916216612, 759873.62191129033453763 1672417.02912104316055775, 759830.79835751303471625 1672428.62446153466589749, 759838.85507404850795865 1672478.30884798080660403, 759879.03681228985078633 1672472.21968134213238955, 759886.67965148098301142 1672539.94441547128371894)))",2021,1,
"MultiPolygon (((772065.176235330873169 1684436.5474717915058136, 772011.43998853326775134 1684444.55928203230723739, 772027.27520676655694842 1684515.82240224233828485, 772049.25991394510492682 1684612.95365347107872367, 772063.78134137694723904 1684649.21552395774051547, 772076.1920969458296895 1684672.83133939723484218, 772089.79802715952973813 1684695.35389513825066388, 772103.62383127876091748 1684698.94667910854332149, 772104.95331132342107594 1684677.04046808835119009, 772099.14809585944749415 1684649.29417619341984391, 772090.2854360903147608 1684607.11937112314626575, 772087.5761809644754976 1684590.48059088387526572, 772065.176235330873169 1684436.5474717915058136)))",2021,1,
"MultiPolygon (((770468.64582085597794503 1684625.87154667009599507, 770509.48650603136047721 1684533.56469016894698143, 770454.65975107019767165 1684515.10667095519602299, 770404.38261023571249098 1684624.0224824717734009, 770468.64582085597794503 1684625.87154667009599507)))",2021,4,
"MultiPolygon (((758942.9927547222469002 1682015.50394445611163974, 759091.57390047970693558 1682043.49210331053473055, 759093.7935238613281399 1682017.72234448161907494, 758944.53919730102643371 1681982.5309491369407624, 758942.9927547222469002 1682015.50394445611163974)))",2021,1,
"MultiPolygon (((770001.78021999378688633 1683440.72045672754757106, 769989.59051733172964305 1683294.99165073223412037, 769896.44491376809310168 1683271.00142461364157498, 769889.93663767236284912 1683434.78253563167527318, 770001.78021999378688633 1683440.72045672754757106)))",2021,1,
"MultiPolygon (((769676.71580650832038373 1684176.32277907012030482, 769703.30025062151253223 1684061.48676344519481063, 769617.6487047674600035 1684040.46196684706956148, 769608.42436788720078766 1684094.71610555378720164, 769627.42277856357395649 1684097.25968974409624934, 769631.6167054558172822 1684134.5076537390705198, 769623.87482183845713735 1684153.35055945324711502, 769676.71580650832038373 1684176.32277907012030482)))",2021,1,
"MultiPolygon (((773542.31562978529836982 1684394.51496501313522458, 773550.50703697162680328 1684466.35494062304496765, 773528.63399833999574184 1684470.63892455911263824, 773544.35119154339190573 1684560.83500894927419722, 773572.58844713121652603 1684582.31162530649453402, 773581.82589926687069237 1684582.97308952896855772, 773577.22480747383087873 1684590.33736657327972353, 773609.5764219022821635 1684618.50508832326158881, 773715.08692265732679516 1684577.33322183578275144, 773712.10404573823325336 1684547.40485802595503628, 773685.16243816749192774 1684479.44219214771874249, 773692.24885986628942192 1684397.37320583825930953, 773542.31562978529836982 1684394.51496501313522458)))",2021,2,
"MultiPolygon (((773718.63625630154274404 1683537.1916612065397203, 773736.02566483756527305 1683429.0031557148322463, 773737.09699506149627268 1683383.2897048566956073, 773714.65809842373710126 1683380.70265316241420805, 773703.95102143054828048 1683413.79261731822043657, 773679.51530981669202447 1683526.99181539076380432, 773718.63625630154274404 1683537.1916612065397203)))",2021,2,
"MultiPolygon (((763318.25856797327287495 1676336.39202409796416759, 763244.94239557976834476 1676344.20739673031494021, 763263.97618829365819693 1676517.23490119352936745, 763325.57823429955169559 1676470.31952497502788901, 763394.43570781359449029 1676332.3729401957243681, 763318.25856797327287495 1676336.39202409796416759)))",2021,3,
"MultiPolygon (((762474.14758126391097903 1680256.52085958328098059, 762660.59991878760047257 1680186.97741729603148997, 762605.28095229971222579 1680105.54237697878852487, 762459.7363645116565749 1680160.70860069524496794, 762474.14758126391097903 1680256.52085958328098059)))",2021,1,
"MultiPolygon (((766168.15172650141175836 1681875.38332003774121404, 766150.49765666527673602 1682066.93358368868939579, 766217.697508261539042 1682066.25677404040470719, 766218.31549011706374586 1682011.79421025514602661, 766280.80534915695898235 1682018.81385151040740311, 766288.00989118893630803 1681933.4270610015373677, 766208.365696846623905 1681903.29573054960928857, 766208.11451345775276423 1681925.43498081597499549, 766180.18608960742130876 1681923.3467626238707453, 766183.30468504992313683 1681875.88734595128335059, 766168.15172650141175836 1681875.38332003774121404)))",2021,1,
"MultiPolygon (((768622.26530119427479804 1675221.32343837502412498, 768621.04969963477924466 1675271.35128812119364738, 768623.06593414989765733 1675311.45192879275418818, 768788.81073989381548017 1675375.23016906483098865, 768808.40170641918666661 1675430.14536912855692208, 768866.23869124636985362 1675394.15970593644306064, 768908.67407668684609234 1675341.3915631459094584, 768845.67596434894949198 1675320.74446110124699771, 768711.82835646253079176 1675260.65097492444328964, 768666.89393376011867076 1675221.38942951359786093, 768622.26530119427479804 1675221.32343837502412498)))",2021,3,
"MultiPolygon (((770411.50415027933195233 1683121.71568455593660474, 770411.96863498631864786 1683267.86343715339899063, 770465.08182419999502599 1683258.0690051440615207, 770535.24441953981295228 1683270.72494138241745532, 770548.122344292816706 1683179.53446152224205434, 770521.10476374765858054 1683117.2228590426966548, 770428.95588809275068343 1683109.29557625600136817, 770411.50415027933195233 1683121.71568455593660474)))",2021,4,
"MultiPolygon (((772847.84483581385575235 1668843.99061580142006278, 772925.96092189173214138 1668851.75600848137401044, 772931.07749956916086376 1668678.65750420349650085, 772849.06092138052918017 1668682.58294378919526935, 772847.84483581385575235 1668843.99061580142006278)))",2021,3,
"MultiPolygon (((760575.81840767816174775 1670679.83660487271845341, 760461.92743040330242366 1670864.34382983390241861, 760598.38419204950332642 1670827.98746536718681455, 760670.55691244604531676 1670720.40331789385527372, 760575.81840767816174775 1670679.83660487271845341)))",2021,1,
"MultiPolygon (((757770.88330281781964004 1670762.54046418773941696, 757861.41342793754301965 1670775.04144595703110099, 757842.07860171573702246 1670585.52833543205633759, 757795.14889925427269191 1670608.59601392853073776, 757770.88330281781964004 1670762.54046418773941696)))",2021,2,
"MultiPolygon (((769608.06673406076151878 1671280.59554143669083714, 769617.02809554361738265 1671258.77682605455629528, 769281.63250867591705173 1671270.45050251088105142, 769291.69434000097680837 1671293.59328613174147904, 769608.06673406076151878 1671280.59554143669083714)))",2021,1,
"MultiPolygon (((770066.44062713696621358 1671359.78794717090204358, 770617.15671129687689245 1671246.18926610518246889, 770606.53214196267072111 1671159.60075483750551939, 770514.5197932047303766 1671182.57156304176896811, 770418.03002069180365652 1671202.05934491800144315, 770300.33082512125838548 1671242.11876572319306433, 770184.04928758274763823 1671271.12366178492084146, 770058.53167388751171529 1671345.96916567021980882, 770066.44062713696621358 1671359.78794717090204358)))",2021,1,
"MultiPolygon (((773966.37841851240955293 1683008.86675576609559357, 774088.27925910684280097 1683037.74912129389122128, 774068.25441080355085433 1682837.78188890870660543, 774032.21124763309489936 1682858.50759095745161176, 773976.58571666060015559 1682871.3650866977404803, 773970.66500025277491659 1682991.64502522489055991, 773966.37841851240955293 1683008.86675576609559357)))",2021,2,
"MultiPolygon (((774092.13958166830707341 1686942.34184524114243686, 774105.60370288975536823 1686894.11617934098467231, 774130.20559677947312593 1686895.29021623148582876, 774136.43578673736192286 1686877.31631337618455291, 774114.30570122227072716 1686821.14476327621378005, 774058.46815486974082887 1686806.98303369572386146, 774039.31025213003158569 1686864.1101047801785171, 774034.30306863016448915 1686924.50303402403369546, 774092.13958166830707341 1686942.34184524114243686)))",2021,2,
